backend-1  | 2026-08-08 11:24:04,007 INFO [hospital_ai.core.telemetry] Prometheus metrics initialized
backend-1  | INFO:     172.18.0.1:56756 - "GET /api/v1/documents/17c66701-b886-4586-99f0-1a6db61476b7/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:56770 - "GET /api/v1/documents/17c66701-b886-4586-99f0-1a6db61476b7/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:56778 - "PATCH /api/v1/documents/17c66701-b886-4586-99f0-1a6db61476b7/draft/pages/1 HTTP/1.1" 422 Unprocessable Entity
backend-1  | INFO:     127.0.0.1:46270 - "GET /api/v1/health HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35156 - "POST /api/v1/auth/token HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35172 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:35176 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:35190 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:35206 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:35208 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:35210 - "POST /api/v1/documents/upload-sessions HTTP/1.1" 201 Created
backend-1   | INFO:     172.18.0.1:35226 - "PUT /api/v1/documents/upload-objects/source/20000000-0000-0000-0000-000000000003/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/e340d7d7-3137-4555-ae1a-8e8e48d51ced/original.pdf HTTP/1.1" 204 No Content
backend-1   | INFO:     172.18.0.1:35234 - "POST /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/uploads/e340d7d7-3137-4555-ae1a-8e8e48d51ced/finalize HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:35246 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9 HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48906 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48918 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/revision-sets HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48940 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/facts HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48932 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/pages/1 HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48948 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/draft/pages/1 HTTP/1.1" 200 OK
postgres-1  | The files belonging to this database system will be owned by user "postgres".
postgres-1  | This user must also own the server process.
postgres-1  | 
postgres-1  | The database cluster will be initialized with locale "en_US.utf8".
postgres-1  | The default database encoding has accordingly been set to "UTF8".
postgres-1  | The default text search configuration will be set to "english".
postgres-1  | 
postgres-1  | Data page checksums are disabled.
postgres-1  | 
postgres-1  | fixing permissions on existing directory /var/lib/postgresql/data ... ok
postgres-1  | creating subdirectories ... ok
postgres-1  | selecting dynamic shared memory implementation ... posix
postgres-1  | selecting default max_connections ... 100
postgres-1  | selecting default shared_buffers ... 128MB
postgres-1  | selecting default time zone ... Etc/UTC
postgres-1  | creating configuration files ... ok
postgres-1  | running bootstrap script ... ok
postgres-1  | performing post-bootstrap initialization ... ok
postgres-1  | initdb: warning: enabling "trust" authentication for local connections
postgres-1  | initdb: hint: You can change this by editing pg_hba.conf or using the option -A, or --auth-local and --auth-host, the next time you run initdb.
postgres-1  | syncing data to disk ... ok
postgres-1  | 
postgres-1  | 
postgres-1  | Success. You can now start the database server using:
postgres-1  | 
postgres-1  |     pg_ctl -D /var/lib/postgresql/data -l logfile start
postgres-1  | 
postgres-1  | waiting for server to start....2026-08-08 11:23:57.446 UTC [48] LOG:  starting PostgreSQL 16.14 (Debian 16.14-1.pgdg12+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14+deb12u1) 12.2.0, 64-bit
postgres-1  | 2026-08-08 11:23:57.447 UTC [48] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgres-1  | 2026-08-08 11:23:57.449 UTC [51] LOG:  database system was shut down at 2026-08-08 11:23:57 UTC
postgres-1  | 2026-08-08 11:23:57.453 UTC [48] LOG:  database system is ready to accept connections
postgres-1  |  done
postgres-1  | server started
postgres-1  | CREATE DATABASE
postgres-1  | 
postgres-1  | 
postgres-1  | /usr/local/bin/docker-entrypoint.sh: ignoring /docker-entrypoint-initdb.d/*
postgres-1  | 
postgres-1  | 2026-08-08 11:23:57.635 UTC [48] LOG:  received fast shutdown request
postgres-1  | waiting for server to shut down....2026-08-08 11:23:57.635 UTC [48] LOG:  aborting any active transactions
postgres-1  | 2026-08-08 11:23:57.637 UTC [48] LOG:  background worker "logical replication launcher" (PID 54) exited with exit code 1
postgres-1  | 2026-08-08 11:23:57.638 UTC [49] LOG:  shutting down
postgres-1  | 2026-08-08 11:23:57.638 UTC [49] LOG:  checkpoint starting: shutdown immediate
postgres-1  | 2026-08-08 11:23:57.658 UTC [49] LOG:  checkpoint complete: wrote 922 buffers (5.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.012 s, sync=0.007 s, total=0.020 s; sync files=301, longest=0.005 s, average=0.001 s; distance=4255 kB, estimate=4255 kB; lsn=0/1912118, redo lsn=0/1912118
postgres-1  | 2026-08-08 11:23:57.664 UTC [48] LOG:  database system is shut down
postgres-1  |  done
postgres-1  | server stopped
postgres-1  | 
postgres-1  | PostgreSQL init process complete; ready for start up.
postgres-1  | 
postgres-1  | 2026-08-08 11:23:57.757 UTC [1] LOG:  starting PostgreSQL 16.14 (Debian 16.14-1.pgdg12+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14+deb12u1) 12.2.0, 64-bit
postgres-1  | 2026-08-08 11:23:57.757 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
postgres-1  | 2026-08-08 11:23:57.757 UTC [1] LOG:  listening on IPv6 address "::", port 5432
postgres-1  | 2026-08-08 11:23:57.758 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgres-1  | 2026-08-08 11:23:57.761 UTC [64] LOG:  database system was shut down at 2026-08-08 11:23:57 UTC
postgres-1  | 2026-08-08 11:23:57.771 UTC [1] LOG:  database system is ready to accept connections
backend-1   | INFO:     172.18.0.1:48954 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48958 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 401 Unauthorized
backend-1   | INFO:     172.18.0.1:48962 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 401 Unauthorized
backend-1   | INFO:     172.18.0.1:48974 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48982 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48986 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:48996 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 401 Unauthorized
backend-1   | INFO:     172.18.0.1:49004 - "GET /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/content HTTP/1.1" 401 Unauthorized
backend-1   | INFO:     172.18.0.1:49010 - "PATCH /api/v1/documents/2776336b-3fb4-49ef-aaa9-4f93f4a8e8f9/draft/pages/1 HTTP/1.1" 422 Unprocessable Entity
backend-1   | INFO:     127.0.0.1:59304 - "GET /api/v1/health HTTP/1.1" 200 OK
