backend-1  | 2026-08-08 10:20:54,174 INFO [hospital_ai.core.telemetry] Prometheus metrics initialized
backend-1  | INFO:     172.18.0.1:59026 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59040 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59054 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59068 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59072 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59092 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59096 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/facts HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59088 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59108 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/draft/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59122 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59128 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:59134 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:59148 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/revision-sets/c492d64f-e01a-4265-b2f3-9d8a0f7b599b/pages/1 HTTP/1.1" 200 OK
backend-1  | 2026-08-08 10:21:17,517 INFO [hospital_ai.services.llm.manager] Initialized LLM provider: stub (model: stub)
backend-1  | 2026-08-08 10:21:17,517 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1  | 2026-08-08 10:21:17,518 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1  | 2026-08-08 10:21:17,519 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1  | 2026-08-08 10:21:17,520 INFO [hospital_ai.workers.generation_jobs] generation.graph.completed
backend-1  | INFO:     172.18.0.1:59160 - "POST /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/revision-sets/c492d64f-e01a-4265-b2f3-9d8a0f7b599b/approve HTTP/1.1" 202 Accepted
backend-1  | INFO:     172.18.0.1:59170 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59180 - "GET /api/v1/documents/52d93e97-9a23-49f1-a453-fee41766bcfc HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59186 - "GET /api/v1/graph/patients/20000000-0000-0000-0000-000000000003?node_limit=50&edge_limit=100&hop_depth=2&min_confidence=0&layout=force&include_superseded=false HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59198 - "GET /api/v1/patients/search?limit=50 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59214 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003 HTTP/1.1" 200 OK
backend-1  | 2026-08-08 10:21:18,561 INFO [hospital_ai.services.llm.manager] Initialized LLM provider: stub (model: stub)
backend-1  | INFO:     172.18.0.1:59224 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003/overview HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:59234 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003/timeline HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:33378 - "POST /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:33382 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:33384 - "GET /api/v1/chat-threads/23624c42-245d-4dfd-97b9-c23426754c14 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:33388 - "POST /api/v1/chat/stream HTTP/1.1" 500 Internal Server Error
backend-1  | ERROR:    Exception in ASGI application
backend-1  | Traceback (most recent call last):
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1817, in _execute_context
backend-1  |     context = constructor(
backend-1  |               ^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 1494, in _init_compiled
backend-1  |     l_param: List[Any] = [
backend-1  |                          ^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 1496, in <listcomp>
backend-1  |     flattened_processors[key](compiled_params[key])
backend-1  |   File "/usr/local/lib/python3.11/site-packages/pgvector/sqlalchemy/vector.py", line 23, in process
backend-1  |     return Vector._to_db(value)
backend-1  |            ^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/pgvector/vector.py", line 100, in _to_db
backend-1  |     value = cls(value)
backend-1  |             ^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/pgvector/vector.py", line 31, in __init__
backend-1  |     raise ValueError('expected list or ndarray')
backend-1  | ValueError: expected list or ndarray
backend-1  | 
backend-1  | The above exception was the direct cause of the following exception:
backend-1  | 
backend-1  | Traceback (most recent call last):
backend-1  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/protocols/http/h11_impl.py", line 416, in run_asgi
backend-1  |     result = await app(  # type: ignore[func-returns-value]
backend-1  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/middleware/proxy_headers.py", line 63, in __call__
backend-1  |     return await self.app(scope, receive, send)
backend-1  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/fastapi/applications.py", line 290, in __call__
backend-1  |     await super().__call__(scope, receive, send)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/applications.py", line 122, in __call__
backend-1  |     await self.middleware_stack(scope, receive, send)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 184, in __call__
backend-1  |     raise exc
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 162, in __call__
backend-1  |     await self.app(scope, receive, _send)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 91, in __call__
backend-1  |     await self.simple_response(scope, receive, send, request_headers=headers)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 146, in simple_response
backend-1  |     await self.app(scope, receive, send)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/prometheus_fastapi_instrumentator/middleware.py", line 169, in __call__
backend-1  |     raise exc
backend-1  |   File "/usr/local/lib/python3.11/site-packages/prometheus_fastapi_instrumentator/middleware.py", line 167, in __call__
backend-1  |     await self.app(scope, receive, send_wrapper)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py", line 79, in __call__
backend-1  |     raise exc
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py", line 68, in __call__
backend-1  |     await self.app(scope, receive, sender)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py", line 20, in __call__
backend-1  |     raise e
backend-1  |   File "/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py", line 17, in __call__
backend-1  |     await self.app(scope, receive, send)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 718, in __call__
backend-1  |     await route.handle(scope, receive, send)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 276, in handle
backend-1  |     await self.app(scope, receive, send)
backend-1  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 66, in app
backend-1  |     response = await func(request)
backend-1  |                ^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/fastapi/routing.py", line 241, in app
backend-1  |     raw_response = await run_endpoint_function(
backend-1  |                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/fastapi/routing.py", line 167, in run_endpoint_function
backend-1  |     return await dependant.call(**values)
backend-1  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/slowapi/extension.py", line 737, in async_wrapper
backend-1  |     response = await func(*args, **kwargs)  # type: ignore
backend-1  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/app/src/hospital_ai/api/routes/chat_stream.py", line 1088, in chat_stream
backend-1  |     evidence = await retrieval_svc.search(
backend-1  |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/app/src/hospital_ai/services/retrieval.py", line 135, in search
backend-1  |     chunks = await self._search_postgres(
backend-1  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/app/src/hospital_ai/services/retrieval.py", line 585, in _search_postgres
backend-1  |     result = await self.session.execute(stmt, params)
backend-1  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/ext/asyncio/session.py", line 448, in execute
backend-1  |     result = await greenlet_spawn(
backend-1  |              ^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 190, in greenlet_spawn
backend-1  |     result = context.switch(*args, **kwargs)
backend-1  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 2373, in execute
backend-1  |     return self._execute_internal(
backend-1  |            ^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 2271, in _execute_internal
backend-1  |     result: Result[Any] = compile_state_cls.orm_execute_statement(
backend-1  |                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/context.py", line 306, in orm_execute_statement
backend-1  |     result = conn.execute(
backend-1  |              ^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1421, in execute
backend-1  |     return meth(
backend-1  |            ^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/sql/elements.py", line 526, in _execute_on_connection
backend-1  |     return connection._execute_clauseelement(
backend-1  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1643, in _execute_clauseelement
backend-1  |     ret = self._execute_context(
backend-1  |           ^^^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1823, in _execute_context
backend-1  |     self._handle_dbapi_exception(
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 2365, in _handle_dbapi_exception
backend-1  |     raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1817, in _execute_context
backend-1  |     context = constructor(
backend-1  |               ^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 1494, in _init_compiled
backend-1  |     l_param: List[Any] = [
backend-1  |                          ^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 1496, in <listcomp>
backend-1  |     flattened_processors[key](compiled_params[key])
backend-1  |   File "/usr/local/lib/python3.11/site-packages/pgvector/sqlalchemy/vector.py", line 23, in process
backend-1  |     return Vector._to_db(value)
backend-1  |            ^^^^^^^^^^^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/pgvector/vector.py", line 100, in _to_db
backend-1  |     value = cls(value)
backend-1  |             ^^^^^^^^^^
backend-1  |   File "/usr/local/lib/python3.11/site-packages/pgvector/vector.py", line 31, in __init__
backend-1  |     raise ValueError('expected list or ndarray')
backend-1  | sqlalchemy.exc.StatementError: (builtins.ValueError) expected list or ndarray
backend-1  | [SQL: SELECT document_chunks.id, document_chunks.document_id, document_chunks.page_id, document_chunks.patient_id, document_chunks.chunk_index, document_chunks.content, document_chunks.token_count, document_chunks.embedding, document_chunks.search_vector, document_chunks.metadata, document_chunks.generation_id, document_chunks.revision_set_id, document_chunks.page_revision_id, document_chunks.text_start_offset, document_chunks.text_end_offset, document_chunks.source_text_sha256, document_chunks.approval_state, document_chunks.bounding_boxes, document_chunks.access_tags, document_chunks.created_at, document_chunks.updated_at, document_chunks.deleted_at, documents.id AS id_1, documents.patient_id AS patient_id_1, documents.uploaded_by, documents.title, documents.document_type, documents.storage_uri, documents.mime_type, documents.status, documents.page_count, documents.ocr_error, documents.index_generation, documents.indexed_source_sha256, documents.approved_revision_set_id, documents.active_index_generation_id, documents.finalized_upload_id, documents.is_synthetic, documents.retention_state, documents.created_at AS created_at_1, documents.updated_at AS updated_at_1, documents.deleted_at AS deleted_at_1, document_pages.id AS id_2, document_pages.document_id AS document_id_1, document_pages.page_number, document_pages.ocr_text, document_pages.ocr_confidence, document_pages.created_at AS created_at_2, document_pages.updated_at AS updated_at_2, document_pages.deleted_at AS deleted_at_2, $1 - (document_chunks.embedding <=> CAST($2::VARCHAR AS VECTOR(1024))) AS score 
backend-1  | FROM document_chunks JOIN documents ON documents.id = document_chunks.document_id JOIN document_pages ON document_pages.id = document_chunks.page_id AND document_pages.document_id = document_chunks.document_id 
backend-1  | WHERE document_chunks.id IN (SELECT document_chunks.id 
backend-1  | FROM document_chunks JOIN documents ON documents.id = document_chunks.document_id JOIN document_index_generations ON document_index_generations.id = document_chunks.generation_id JOIN document_revision_sets ON document_revision_sets.id = document_chunks.revision_set_id JOIN document_page_revisions ON document_page_revisions.id = document_chunks.page_revision_id 
backend-1  | WHERE documents.patient_id = $3::UUID AND document_chunks.patient_id = $4::UUID AND document_index_generations.state IN (__[POSTCOMPILE_state_1]) AND document_index_generations.revision_set_id = document_chunks.revision_set_id AND document_revision_sets.status = $5::VARCHAR AND documents.deleted_at IS NULL AND document_chunks.deleted_at IS NULL AND (EXISTS (SELECT * 
backend-1  | FROM patient_permissions 
backend-1  | WHERE patient_permissions.user_id = $6::UUID AND patient_permissions.patient_id = documents.patient_id AND patient_permissions.scope IN (__[POSTCOMPILE_scope_1]) AND patient_permissions.deleted_at IS NULL AND (patient_permissions.expires_at IS NULL OR patient_permissions.expires_at > $7::TIMESTAMP WITH TIME ZONE))) AND documents.active_index_generation_id = document_chunks.generation_id AND documents.approved_revision_set_id = document_chunks.revision_set_id) AND documents.status IN (__[POSTCOMPILE_status_2]) AND document_chunks.deleted_at IS NULL AND documents.deleted_at IS NULL AND document_pages.deleted_at IS NULL AND document_chunks.embedding IS NOT NULL ORDER BY document_chunks.embedding <=> CAST($2::VARCHAR AS VECTOR(1024)) 
backend-1  |  LIMIT $8::INTEGER]
backend-1  | [parameters: [{'query_embedding': '[0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000 ... (10992 characters truncated) ... 0000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000]'}]]
backend-1  | INFO:     127.0.0.1:42778 - "GET /api/v1/health HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:45786 - "POST /api/v1/auth/token HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:45800 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35242 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35256 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35260 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35268 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35280 - "POST /api/v1/documents/upload-sessions HTTP/1.1" 201 Created
backend-1  | INFO:     172.18.0.1:35286 - "PUT /api/v1/documents/upload-objects/source/20000000-0000-0000-0000-000000000003/57796ce1-c3f5-45d9-9548-47d8ccc04768/dd846ce6-12d8-4e0b-85d6-fef0fbb92057/original.pdf HTTP/1.1" 204 No Content
backend-1  | INFO:     172.18.0.1:35288 - "POST /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/uploads/dd846ce6-12d8-4e0b-85d6-fef0fbb92057/finalize HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35298 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35304 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35320 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35338 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35322 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/facts HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35356 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35350 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/draft/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35372 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:35376 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:35390 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35406 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35418 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35432 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:35440 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:35454 - "PATCH /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/draft/pages/1 HTTP/1.1" 422 Unprocessable Entity
backend-1  | INFO:     172.18.0.1:35458 - "POST /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/draft/submit HTTP/1.1" 201 Created
backend-1  | INFO:     172.18.0.1:35464 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35466 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/revision-sets/08a6dc0c-473d-4c1f-9cca-518ddd32e484/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35468 - "POST /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/revision-sets/08a6dc0c-473d-4c1f-9cca-518ddd32e484/approve HTTP/1.1" 403 Forbidden
backend-1  | INFO:     172.18.0.1:35478 - "POST /api/v1/auth/token HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35492 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35504 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35518 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35530 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35542 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35548 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35554 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35582 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35568 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35598 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/facts HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35610 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/draft/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35614 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:35618 - "GET /api/v1/documents/57796ce1-c3f5-45d9-9548-47d8ccc04768/content HTTP/1.1" 401 Unauthorized
