backend-1  | 2026-08-08 10:44:51,228 INFO [hospital_ai.core.telemetry] Prometheus metrics initialized
backend-1  | INFO:     172.18.0.1:41566 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:41570 - "PATCH /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/draft/pages/1 HTTP/1.1" 422 Unprocessable Entity
backend-1  | INFO:     172.18.0.1:41580 - "POST /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/draft/submit HTTP/1.1" 201 Created
backend-1  | INFO:     172.18.0.1:41588 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41600 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/revision-sets/a35ca0b7-df23-4622-a930-de5830deb6e1/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41606 - "POST /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/revision-sets/a35ca0b7-df23-4622-a930-de5830deb6e1/approve HTTP/1.1" 403 Forbidden
backend-1  | INFO:     172.18.0.1:49466 - "POST /api/v1/auth/token HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49476 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49482 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49486 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49500 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49504 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49508 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49516 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49548 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/facts HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49530 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49568 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49536 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49552 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/draft/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49570 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:49580 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:49588 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/revision-sets/a35ca0b7-df23-4622-a930-de5830deb6e1/pages/1 HTTP/1.1" 200 OK
backend-1  | 2026-08-08 10:45:15,006 INFO [hospital_ai.services.llm.manager] Initialized LLM provider: stub (model: stub)
backend-1  | 2026-08-08 10:45:15,007 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1  | 2026-08-08 10:45:15,008 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1  | 2026-08-08 10:45:15,008 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1  | 2026-08-08 10:45:15,009 INFO [hospital_ai.workers.generation_jobs] generation.graph.completed
backend-1  | INFO:     172.18.0.1:49600 - "POST /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/revision-sets/a35ca0b7-df23-4622-a930-de5830deb6e1/approve HTTP/1.1" 202 Accepted
backend-1  | INFO:     172.18.0.1:49610 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49620 - "GET /api/v1/documents/19850054-1785-46fd-a31b-5bde06ad8289 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49626 - "GET /api/v1/graph/patients/20000000-0000-0000-0000-000000000003?node_limit=50&edge_limit=100&hop_depth=2&min_confidence=0&layout=force&include_superseded=false HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49638 - "GET /api/v1/patients/search?limit=50 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49646 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003 HTTP/1.1" 200 OK
backend-1  | 2026-08-08 10:45:16,094 INFO [hospital_ai.services.llm.manager] Initialized LLM provider: stub (model: stub)
backend-1  | INFO:     172.18.0.1:49652 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003/overview HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49658 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003/timeline HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49668 - "POST /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49684 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:49696 - "GET /api/v1/chat-threads/9d6925a9-0296-42ad-8ee1-5f65d44177ed HTTP/1.1" 200 OK
backend-1  | 2026-08-08 10:45:17,130 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1  | 2026-08-08 10:45:17,142 INFO [hospital_ai.api.routes.chat_stream] Telemetry: {"pseudonymized_patient_id": "4575b9ce9a2a989a5c5574e7b17ec2046289777477b4795df798106f0a99d1d3", "embedding_provider": "deterministic", "embedding_model": "bge-m3", "candidates_before_role_filter": 3, "blocked_by_role_filter": 3, "candidates_after_role_filter": 0, "top_scores": [], "threshold": 0.2, "citation_failure_reason": "denied"}
backend-1  | INFO:     172.18.0.1:49702 - "POST /api/v1/chat/stream HTTP/1.1" 200 OK
backend-1  | INFO:     127.0.0.1:33346 - "GET /api/v1/health HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41748 - "POST /api/v1/auth/token HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41756 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41782 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41768 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41788 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41802 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41812 - "POST /api/v1/documents/upload-sessions HTTP/1.1" 201 Created
backend-1  | INFO:     172.18.0.1:41816 - "PUT /api/v1/documents/upload-objects/source/20000000-0000-0000-0000-000000000003/4a06636f-dfb4-4a3e-b7c6-035de7398dba/5cd8fc9d-ac13-4ff8-a660-0586bcdfd678/original.pdf HTTP/1.1" 204 No Content
backend-1  | INFO:     172.18.0.1:41820 - "POST /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/uploads/5cd8fc9d-ac13-4ff8-a660-0586bcdfd678/finalize HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41828 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41834 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41866 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41850 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41874 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/facts HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41878 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/draft/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41884 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41888 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:41902 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:41918 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41922 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41938 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41946 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:41956 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:41958 - "PATCH /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/draft/pages/1 HTTP/1.1" 422 Unprocessable Entity
backend-1  | INFO:     172.18.0.1:41974 - "POST /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/draft/submit HTTP/1.1" 201 Created
backend-1  | INFO:     172.18.0.1:41990 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:41996 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets/bf727cb1-8c63-4af6-af17-bf090f41f78b/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42010 - "POST /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets/bf727cb1-8c63-4af6-af17-bf090f41f78b/approve HTTP/1.1" 403 Forbidden
backend-1  | INFO:     172.18.0.1:42014 - "POST /api/v1/auth/token HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42026 - "GET /api/v1/auth/me HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42036 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42050 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42054 - "GET /api/v1/dashboard/summary HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42058 - "GET /api/v1/documents HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42060 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42076 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42078 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42084 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42098 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/facts HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42102 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42100 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/draft/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42116 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.1:42130 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets/bf727cb1-8c63-4af6-af17-bf090f41f78b/pages/1 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.1:42144 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/content HTTP/1.1" 401 Unauthorized
backend-1  | 2026-08-08 10:45:42,334 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
postgres-1  | The files belonging to this database system will be owned by user "postgres".
postgres-1  | This user must also own the server process.
postgres-1  | 
postgres-1  | The database cluster will be initialized with locale "en_US.utf8".
postgres-1  | The default database encoding has accordingly been set to "UTF8".
postgres-1  | The default text search configuration will be set to "english".
postgres-1  | 
postgres-1  | Data page checksums are disabled.
postgres-1  | 
postgres-1  | fixing permissions on existing directory /var/lib/postgresql/data ... ok
postgres-1  | creating subdirectories ... ok
postgres-1  | selecting dynamic shared memory implementation ... posix
postgres-1  | selecting default max_connections ... 100
postgres-1  | selecting default shared_buffers ... 128MB
postgres-1  | selecting default time zone ... Etc/UTC
postgres-1  | creating configuration files ... ok
backend-1   | 2026-08-08 10:45:42,335 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1   | 2026-08-08 10:45:42,336 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1   | 2026-08-08 10:45:42,337 INFO [hospital_ai.workers.generation_jobs] generation.graph.completed
backend-1   | INFO:     172.18.0.1:42160 - "POST /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets/bf727cb1-8c63-4af6-af17-bf090f41f78b/approve HTTP/1.1" 202 Accepted
backend-1   | INFO:     172.18.0.1:42166 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba/revision-sets HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:42168 - "GET /api/v1/documents/4a06636f-dfb4-4a3e-b7c6-035de7398dba HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:42170 - "GET /api/v1/graph/patients/20000000-0000-0000-0000-000000000003?node_limit=50&edge_limit=100&hop_depth=2&min_confidence=0&layout=force&include_superseded=false HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:42172 - "GET /api/v1/patients/search?limit=50 HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:58470 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003 HTTP/1.1" 200 OK
backend-1   | 2026-08-08 10:45:43,414 INFO [hospital_ai.services.llm.manager] Initialized LLM provider: stub (model: stub)
backend-1   | INFO:     172.18.0.1:58482 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003/overview HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:58488 - "GET /api/v1/patients/20000000-0000-0000-0000-000000000003/timeline HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:58494 - "POST /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:58498 - "GET /api/v1/chat-threads HTTP/1.1" 200 OK
backend-1   | INFO:     172.18.0.1:58510 - "GET /api/v1/chat-threads/284e45f6-1662-4982-8127-5294e49b99b1 HTTP/1.1" 200 OK
backend-1   | 2026-08-08 10:45:44,271 WARNING [hospital_ai.services.graph_rag] NLP extraction failed
backend-1   | 2026-08-08 10:45:44,277 INFO [hospital_ai.api.routes.chat_stream] Telemetry: {"pseudonymized_patient_id": "4575b9ce9a2a989a5c5574e7b17ec2046289777477b4795df798106f0a99d1d3", "embedding_provider": "deterministic", "embedding_model": "bge-m3", "candidates_before_role_filter": 5, "blocked_by_role_filter": 5, "candidates_after_role_filter": 0, "top_scores": [], "threshold": 0.2, "citation_failure_reason": "denied"}
backend-1   | INFO:     172.18.0.1:58514 - "POST /api/v1/chat/stream HTTP/1.1" 200 OK
backend-1   | INFO:     127.0.0.1:41274 - "GET /api/v1/health HTTP/1.1" 200 OK
postgres-1  | running bootstrap script ... ok
postgres-1  | performing post-bootstrap initialization ... ok
postgres-1  | syncing data to disk ... ok
postgres-1  | initdb: warning: enabling "trust" authentication for local connections
postgres-1  | 
postgres-1  | initdb: hint: You can change this by editing pg_hba.conf or using the option -A, or --auth-local and --auth-host, the next time you run initdb.
postgres-1  | 
postgres-1  | Success. You can now start the database server using:
postgres-1  | 
postgres-1  |     pg_ctl -D /var/lib/postgresql/data -l logfile start
postgres-1  | 
postgres-1  | waiting for server to start....2026-08-08 10:44:44.692 UTC [48] LOG:  starting PostgreSQL 16.14 (Debian 16.14-1.pgdg12+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14+deb12u1) 12.2.0, 64-bit
postgres-1  | 2026-08-08 10:44:44.693 UTC [48] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgres-1  | 2026-08-08 10:44:44.696 UTC [51] LOG:  database system was shut down at 2026-08-08 10:44:44 UTC
postgres-1  | 2026-08-08 10:44:44.700 UTC [48] LOG:  database system is ready to accept connections
postgres-1  |  done
postgres-1  | server started
postgres-1  | CREATE DATABASE
postgres-1  | 
postgres-1  | 
postgres-1  | /usr/local/bin/docker-entrypoint.sh: ignoring /docker-entrypoint-initdb.d/*
postgres-1  | 
postgres-1  | waiting for server to shut down...2026-08-08 10:44:44.879 UTC [48] LOG:  received fast shutdown request
postgres-1  | .2026-08-08 10:44:44.879 UTC [48] LOG:  aborting any active transactions
postgres-1  | 2026-08-08 10:44:44.881 UTC [48] LOG:  background worker "logical replication launcher" (PID 54) exited with exit code 1
postgres-1  | 2026-08-08 10:44:44.883 UTC [49] LOG:  shutting down
postgres-1  | 2026-08-08 10:44:44.883 UTC [49] LOG:  checkpoint starting: shutdown immediate
postgres-1  | 2026-08-08 10:44:44.898 UTC [49] LOG:  checkpoint complete: wrote 922 buffers (5.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.012 s, sync=0.003 s, total=0.016 s; sync files=301, longest=0.002 s, average=0.001 s; distance=4255 kB, estimate=4255 kB; lsn=0/1912118, redo lsn=0/1912118
postgres-1  | 2026-08-08 10:44:44.904 UTC [48] LOG:  database system is shut down
postgres-1  |  done
postgres-1  | server stopped
postgres-1  | 
postgres-1  | PostgreSQL init process complete; ready for start up.
postgres-1  | 
postgres-1  | 2026-08-08 10:44:45.003 UTC [1] LOG:  starting PostgreSQL 16.14 (Debian 16.14-1.pgdg12+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14+deb12u1) 12.2.0, 64-bit
postgres-1  | 2026-08-08 10:44:45.003 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
postgres-1  | 2026-08-08 10:44:45.003 UTC [1] LOG:  listening on IPv6 address "::", port 5432
postgres-1  | 2026-08-08 10:44:45.004 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
postgres-1  | 2026-08-08 10:44:45.007 UTC [64] LOG:  database system was shut down at 2026-08-08 10:44:44 UTC
postgres-1  | 2026-08-08 10:44:45.011 UTC [1] LOG:  database system is ready to accept connections
